handle_or_url,title,platform,country_guess,city_guess,source_type,locality_hints,quote_message_count,usable_record_count,buy_sell_pair_count,median_parseability_score,latest_timestamp,status,top_sample,discovery_origins
bonbast_tehran_harat,قیمت لحظه ای دلار تهران مشهد هرات استانبول سلیمانیه,telegram,Iraq,unknown,regional_market_channel,Herat|Istanbul|Sulaymaniyah|Tehran,20,80,0,73.0,2026-06-30T17:39:49+00:00,ok,"09-04-1405 20:20:27 دلار آمريکا 🇺🇸 : 171,000 دلار مشهد 🇺🇸 🕌 : 170,000 دلار هرات فردایی ⏳ 🇺🇸 🇦🇫 : 173,450 ➖ 🔻 (50) دلار استانبول 🇺🇸 🇹🇷 : 172,600 دلار سلیمانیه فردایی 🇺🇸 🇹🇯 : 173,800 @Bonbast_Tehran_Harat",previous_candidate_registry|source_registry
arianarates,نرخ لحظه اي آريانا | Daily Rates,telegram,unknown,unknown,unknown,,20,40,0,46.0,2025-04-23T11:00:02+00:00,ok,"دلار استرالیا 51,870 🇦🇺 🔻 دلار آمریکا تهران 80,700 🇺🇸 🔻 دلار آمریکا هرات 79,750 🇺🇸 🔻 یورو 92,990 🇪🇺 🔻 درهم امارات 22,210 🇦🇪 🔻 لیر ترکیه 2,110 🇹🇷 🔻 تتر 80,800 🔻 سه شنبه 02 اردیبهشت 1404 ساعت 20:30 (به وقت ملبورن)",previous_candidate_registry|source_registry
aghadolar,اخبار آقای دلار,telegram,unknown,unknown,aggregator,,13,24,0,67,2026-06-30T17:53:04+00:00,ok,"06-04-1405 20:52:58 🔹 🔹 🔹 🔹 🔹 نرخ ارز 🔹 🔹 🔹 🔹 🔹 دلار آمريکا 🇺🇸 :166,300 ➕ 🔺 (100) دلار مشهد 🇺🇸 🕌 :164,500 ➕ 🔺 (500) دلار هرات فردایی ⏳ 🇺🇸 🇦🇫 :168,050 ➕ 🔺 (300) دلار استانبول 🇺🇸 🇹🇷 :166,900 دلار سلیمانیه فردایی 🇺🇸 🇹🇯 :167,700 يورو 🇪🇺 :189,40...",previous_candidate_registry|source_registry
dolareseleimani,نرخ لحظه ای دلار سلیمانیه,telegram,Iraq,Tehran,regional_market_channel,Sulaymaniyah|Tehran,20,20,0,76.0,2026-06-30T19:39:05+00:00,ok,"دلار فردایی تهران ⏳ 172,920 خــرید 🔵 ⏱️ به‌روزرسانی: 20:27:21 📅 تاریخ: سه‌شنبه 9 تیر 1405 💎 دلار سلیمانی",existing_registry|previous_candidate_registry|source_registry
arzdolar,کانال ارز دلار | ARZDOLAR,telegram,Iran,Tehran,regional_market_channel,Tehran,20,20,0,70.0,2026-06-30T17:31:11+00:00,ok,"🔔 #دلار تهران = 171,700 #تتر (تومان) = 172,377",previous_candidate_registry|source_registry
emroz_chand,قیمت ارز و دلار | امروز چند؟,telegram,unknown,unknown,regional_market_channel,,20,20,0,69.0,2026-06-30T18:42:48+00:00,ok,"♨️ نرخ لحظه‌ای ارز و طلا 🔻 قیمت ارز: ♨️ تتر - 171,750 تومان ♨️ دلار آمريکا - 173,500 تومان ♨️ یورو اروپا - 197,670 تومان ♨️ پوند انگلیس - 229,040 تومان ♨️ درهم امارات - 47,690 تومان ♨️ لير ترکيه - 3,725 تومان ♨️ یوان چین - 25,520 تومان 🔻 قی...",previous_candidate_registry|source_registry
ezzchand,chande?,telegram,unknown,unknown,regional_market_channel,,20,20,0,69.0,2026-06-30T15:21:19+00:00,ok,"📆 سه‌شنبه 9 تیر 🕰 13:06 💱 نرخ ارز: (تومان) ‏ 🇺🇸 دلار آمریکا 171,200 🔼 %6.01 ‏ 🇦🇪 درهم 46,280 🔼 %6 ‏ 💲 تتر 170,700 🔼 %6.02 ‏ 🇪🇺 یورو 195,000 🔼 %5.23 ‏ 🇬🇧 پوند انگلیس 224,300 🔼 %6 ‏ 🇨🇳 یوان چین 25,320 🔼 %5.68 🪙 قیمت طلا و سکه: (تومان) ‏ 🌕 سکه...",previous_candidate_registry|source_registry
dollarferdowsi,دلار فردوسی تهران,telegram,Iran,Tehran,regional_market_channel,Tehran,20,20,0,67.0,2026-06-30T18:00:54+00:00,ok,"دلار تهران ⛳️ : 170,300 فروش 🔴",previous_candidate_registry|source_registry
dolarsaghez,دلار سقز,telegram,Iran,Tehran,exchange_shop,Tehran,20,20,9,60.0,2026-06-16T12:36:46+00:00,ok,"دلار فردایی تهران 157,‌900 خـرید دلار فردایی تهران 157,950 فروش دلار فردایی تهران 157,900 معامله",existing_registry|previous_candidate_registry|source_registry
berlin_pay,برلین پِی,telegram,Germany,Germany,regional_market_channel,Berlin|Germany,20,20,0,57.0,2026-03-10T10:04:45+00:00,ok,3 Feb. خرید یورو نقدی €* 170000 برلین 171000 تعداد بالا خرید یورو واریزبانکی* 173000 تو حسابی 174000 تعداد بالا https://chat.whatsapp.com/L204hi6hEZe3W9I2UUJiLd,manual_germany_seed|previous_candidate_registry|source_registry
arzmash,ارزماش ـ‌ کانال لحظه ای قیمت ارز و طلا⏰,telegram,unknown,unknown,unknown,,20,20,0,56.0,2026-02-10T11:31:01+00:00,ok,💰 نرخ‌های روز بازار ارز و طلا 💰 🇺🇸 دلار آمریکا: 161400 تومان 🇪🇺 یورو: 190830 تومان 🇨🇦 دلار کانادا: 118160 تومان 🇬🇧 پوند انگلیس: 219530 تومان 🇦🇪 درهم امارات: 44370 تومان 🇨🇳 یوآن چین: 23260 تومان 🇹🇷 لیر ترکیه: 3700 تومان 💎 نرخ سکه و طلا 💎 💰 س...,previous_candidate_registry|source_registry
bonbast_exchange,نرخ دلار، یورو، پوند | بن بست | Bonbast,telegram,UK,London,regional_market_channel,London,20,20,0,43.0,2025-01-10T06:53:47+00:00,ok,"💵 دلار آمریکا : 79,500 تومان 🔻 💶 یورو اروپا : 82,100 تومان 🔻 💷 پوند انگلیس : 99,000 تومان 🔻 📅 تاریخ میلادی: 2025/01/06 📅 تاریخ شمسی: 1403/10/17 ⏰ 13:15:29 @bonbast_exchange",existing_registry|previous_candidate_registry|quote_sample_hint|source_registry
dollarlahzei1,قیمت لحظه ای دلار خودرو💲,telegram,unknown,unknown,unknown,,20,20,0,31.0,2026-05-27T12:42:07+00:00,ok,"دلار فردایی تهران ⏳ 172,000 خــرید 🔵",previous_candidate_registry|source_registry
nerkhedolar1,نرخ دلار به تومان | قیمت دلار نقدی| دلار فردایی,telegram,Iran,Tehran,exchange_shop,Tehran,18,18,0,82.0,2026-06-30T19:40:35+00:00,ok,"💸 دلار فردایی تهران 💵 170,800 خـرید 💸 💸 دلار فردایی تهران 💵 170,850 فروش 💵 💸 دلار فردایی تهران 💵 170,800 معامله ✅",existing_registry|previous_candidate_registry|source_registry
sarafha_com,نرخ لحظه ای ارز و طلا,telegram,UK,London,aggregator,London,18,18,0,68.0,2026-06-30T18:00:04+00:00,ok,"🔸 دلار آمریکا : 172,000 🔸 دلار کانادا : 121,060 🔸 یورو : 196,160 🔸 پوند انگلیس : 227,770 🔸 درهم امارات : 47,280 🔸 یوآن چین : 25,300 🔸 لیر ترکیه : 3,690 🔸 سکه امامی : 169,000,000 🔸 نیم سکه : 88,000,000 🔸 ربع سکه : 51,000,000 🔸 گرم طلای 18 : ...",existing_registry|previous_candidate_registry|quote_sample_hint|source_registry
fardaei_tehran,قیمت لحظه ای دلار تهران,telegram,Iran,Tehran,regional_market_channel,Tehran,19,18,0,61.0,2026-06-30T17:32:11+00:00,ok,"دلار فردایی تهران ⏳ 171,800 مـعامله شد ✅",previous_candidate_registry|source_registry
tahran_sabza,قیمت لحظه ای دلارتهران,telegram,Iran,unknown,regional_market_channel,Tehran,18,18,0,49.0,2026-06-30T17:30:55+00:00,ok,"دلار فردایی تهران ⏳ 172,800 خــرید 🔵",previous_candidate_registry|source_registry
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,telegram,UK,London,regional_market_channel,London,19,17,15,88,2026-06-30T17:24:15+00:00,ok,"💵 دلار آمریکا فروش 🔴 : 172,200 تومان 💵 دلار آمریکا خرید 🔵 : 171,800 تومان 💶 یورو فروش : 196,300 تومان دلار کانادا فروش 🇨🇦 : 123,790 تومان درهم امارات 🇦🇪 : 47,330 تومان سکه امامی ✴️ : 170,500,000 تومان سکه بهار آزادی ✴️ : 166,000,000 تومان ن...",previous_candidate_registry|quote_sample_hint|source_registry
avatodaydollar,Avatoday Dollar exchange آواتودی دلار,telegram,unknown,unknown,regional_market_channel,,18,17,0,45,2026-06-28T14:51:42+00:00,ok,"💸 دلار فردایی تهران 💵 165,‌700 خـرید 💸 💸 دلار فردایی تهران 💵 165,750 فروش 💵 💸 دلار فردایی تهران 💵 165,700 معامله ✅ 🆔 @avatodaydollar",previous_candidate_registry|source_registry
abanpardakht,AbanPardakht,telegram,unknown,unknown,unknown,,18,15,0,68,2026-06-30T16:30:51+00:00,ok,"📊 گزارش لحظه ای بازار ارز(اسکناس): 🇺🇸 USD: 172,940 🔺 دلار آمریکا 🇪🇺 EUR: 195,400 🔺 یورو 🇬🇧 󠁧󠁢󠁥󠁮 GBP: 226,400 🔺 پوند انگلیس 🇨🇦 CAD: 120,860 🔺 دلار کانادا 🇦🇺 AUD: 118,250 🔺 دلار استرالیا 🇨🇭 CHF: 211,840 🔺 فرانک سوئیس 🇹🇷 TRY: 3,685 🔺 لیر ترکیه...",previous_candidate_registry|source_registry
dollarsst,قیمت لحظه ای دلار تهران,telegram,Iran,unknown,regional_market_channel,Tehran,15,15,0,39,2025-10-15T17:30:26+00:00,ok,دلار فردایی تهران ⏳ 109600 خــرید 🔵,previous_candidate_registry|source_registry
hmtransfer,تبادل ارز اروپا,telegram,Germany,Germany,settlement_channel,Germany,20,14,14,83.0,2026-06-30T19:50:05+00:00,ok,"🔄 حواله 6530 بابت #فروش_یورو 🗣 فروشنده : Ali Reza 💚 💚 💚 💚 💚 💶 مبلغ: 150 یورو 💰 نرخ پیشنهادی: 194,000 تومان 💳 نوع حواله: حواله بانکی حساب شخص از آلمان ✍️ توضیحات: حواله بانکی فقط در المان یا پی پال پیشنهادهای ارسال شده: ❌ 180,000 تومان در 09...",manual_germany_seed|previous_candidate_registry|source_registry
groupsarafilondonuk,گروه تجاری مالی لندن London,telegram,UK,London,exchange_shop,London,14,14,7,78,2026-06-30T09:27:50+00:00,ok,"گروه صرافي لندن قیمت پوند انگلستان 24/06/2026 ✓ خرید پوند حساب 195,000 ✓ فروش پوند حساب 210,000 ✓ خرید پوند نقدی 190,000 ✓ فروش پوند نقدی 205,000 ✓ فروش پوند حساب رسمی 220,000 ✓ بیشتر از مبالغ 1,000£ بدونه کارمزد ✓ خرید و فروش ارز‌دیجیتال ت...",existing_registry|manual_uk_seed|previous_candidate_registry|quote_sample_hint|source_registry
frankfurt_euro,فرانکفورت یورو,telegram,Germany,Frankfurt,settlement_channel,Frankfurt,20,14,7,60,2026-01-15T15:43:33+00:00,ok,🔸 #خرید_یورو #فرانکفورت آلمان مقدار: 2000 یورو نرخ: 72500 تومان 👤 ارتباط با شخص | توضیحات: 85000,manual_germany_seed|previous_candidate_registry|source_registry
arzchande,ارز چنده؟ | Bonbast | بن بست,telegram,UK,London,regional_market_channel,London,20,14,0,43.0,2025-01-10T06:53:47+00:00,ok,"💵 دلار آمریکا : 79,750 تومان ❇️ 💶 یورو اروپا : 83,100 تومان ❇️ 💷 پوند انگلیس : 100,050 تومان ❇️ 📅 تاریخ میلادی: 2025/01/06 📅 تاریخ شمسی: 1403/10/17 ⏰ 18:01:23 @arzchande",existing_registry|previous_candidate_registry|quote_sample_hint|source_registry
sarafha_rate,کانال قیمت لحظه ای دلار، یورو، سکه و طلا,telegram,UK,London,aggregator,London,12,12,0,46.0,2025-06-07T15:00:03+00:00,ok,"🔸 دلار آمریکا : 83,650 🔸 دلار کانادا : 61,250 🔸 یورو : 95,590 🔸 پوند انگلیس : 113,590 🔸 درهم امارات : 22,990 🔸 یوآن چین : 11,650 🔸 لیر ترکیه : 2,125 🔸 سکه امامی : 73,700,000 🔸 اونس طلا : 3,383 🔸 نیم سکه : 41,700,000 🔸 ربع سکه : 23,900,000 🔸...",existing_registry|previous_candidate_registry|quote_sample_hint|source_registry
exchangeratescountries,نرخ ارز ساعتی £ $ €,telegram,UK,London,exchange_shop,London,17,11,5,82.5,2026-06-30T09:51:30+00:00,ok,"گروه صرافي لندن قیمت پوند انگلستان 26/06/2026 ✓ خرید پوند حساب 195,000 ✓ فروش پوند حساب 210,000 ✓ خرید پوند نقدی 190,000 ✓ فروش پوند نقدی 205,000 ✓ فروش پوند حساب رسمی 220,000 ✓ بیشتر از مبالغ 1,000£ بدونه کارمزد ✓ خرید و فروش ارز‌دیجیتال ت...",existing_registry|manual_uk_seed|persian|previous_candidate_registry|quote_sample_hint|source_registry
sarafimtc,Sarafi MTC GROUP LONDON,telegram,UK,unknown,unknown,London,20,11,11,69,2024-10-17T09:35:08+00:00,ok,"03.10.2024 💷 💷 💷 💷 💷 💷 #نرخ روزانه صرافی ام تی سی گروپ لندن. خرید ما: 👇 76,500 - 78,500 ✨ ✨ ✨ ✨ فروش ما: 👇 82,500 - 83,500 ✨ مشتریان عزیز: لطفا جهت دریافت قیمت قطعی با ما چت واتساپ و تماس بگیرید 🙏 ✨ توجه: برای مبالغ کمتر از هزار پوند 10£ کا...",previous_candidate_registry|source_registry
sabze_meydun,نرخ سبزه میدون تهران,telegram,Iran,Tehran,exchange_shop,Tehran,16,11,0,67,2026-06-30T17:53:08+00:00,ok,"قیمت لحظه ای دلارتهران دلار فردایی تهران ⏳ 172,500 مـعامله شد ✅ دلار فردایی تهران ⏳ 172,600 خــرید 🔵 دلار فردایی تهران ⏳ 172,800 فروش 🔴",previous_candidate_registry|source_registry
hmbcexchangebureau,London exchange,telegram,UK,unknown,regional_market_channel,London,10,10,10,69.0,2026-06-30T10:11:46+00:00,ok,HMBC London exchange صرافي لندن ارسال پوند به ایران و بالعكس 🔺 خريد از حساب هر پوند 188،000 🔹 فروش واريز به حساب پوند 198،000 🔹 خرید پوند نقدي 185،000 🔺 فروش پوند نقدي 195،000 🎉 کلیه حواله های زیر 500£ شامل 10£ کارمزد میباشد ✅ بهترین و پایی...,previous_candidate_registry|source_registry
aksoygold,صرافی عابدی,telegram,unknown,unknown,regional_market_channel,,10,10,0,66.0,2026-06-25T15:30:10+00:00,ok,‏ 🔆 نرخ ارز - صرافی عابدی 🔆 ‏2026/06/25 14:00 (ساعت استانبول) ‏ 🇺🇸 دلار آمریکا: 166700 تومان ‏ 🇪🇺 یورو: 189280 تومان ‏ 🇹🇷 لیر ترکیه: 3585 تومان ‏ 🇦🇪 درهم امارات: 45820 تومان ‏ 💵 تتر: 166750 تومان ‏ 🇨🇳 یوان چین: روی خط ‏ 🔆 تایم لاین نرخ ارز ...,previous_candidate_registry|source_registry
sarafijavan,SARAFI JAVAN | صرافی جوان لندن پوند خرید و فروش قیمت پوند نرخ ارز حواله دلار کانادا آمریکا درهم CAD EURO انگلیس یورو,telegram,UK,London,exchange_shop,London|UK,9,9,9,76,2026-06-30T08:16:54+00:00,ok,"🟢 185,000 تومـــان خـــریـــ‌‌ـد ما (پــوند حسابی) 🔴 200,000 تومـــان فــــــروش ما (پــوند حسابی) ⭐️ انتقال سریع، مطمئن و شفاف ⭐️ ⸻ 📞 WhatsApp استعلام بهترین و آخرین قیمت 💬 👇 👇 👇 https://wa.me/447577175916 ⸻ 📌 قیمت‌های فروش امروز – صرافی ج...",previous_candidate_registry|source_registry
gold_mesghal,👎💰 تحلیل تکنیکال آبشده نقدی رسمی و غیررسمی Gold_Mesghal 💰👍,telegram,Iran,Tehran,exchange_shop,Tehran,17,9,2,67,2026-06-29T17:41:23+00:00,ok,"گزارش تغییرات #هفتگی بازار -- تغییر نسبت به هفته گذشته - درصد 💵 دلار: 176,400 تومان 2100 🔼 %1.2+ 💶 یورو: 204,070 تومان 3210 🔼 %1.6+ 💷 پوند: 236,380 تومان 3890 🔼 %1.67+ ‏ 🇨🇦 دلار کانادا: 126,170 تومان 1180 🔼 %0.94+ ‏ 🇦🇺 دلار استرالیا: 124,18...",existing_registry|previous_candidate_registry|source_registry
qheimat_arz,قیمت نرخ ارز دلار سکه طلا ابشده سبزه میدان یورو تتر ابشده سبزه میدان پله اهنی هرات تهران صرافی حواله بانک,telegram,Afghanistan,Tehran,exchange_shop,Herat|Tehran,13,9,1,44.5,2025-10-06T00:37:40+00:00,ok,چارت ابشده جهانی تایم روزانه ابشده بازار به سقف دو هفته پیش 33 میلیون رسید ولی دلار به سقف 96000 نرسید و باعث شد فعلا ابشده جهانی به سقف قبلی 34 میلیون تومان نرسه. مقاومت 33 میلیون و 34 میلیون حمایت فعلی 32500 و 31700 و 31 میلیون,previous_candidate_registry|source_registry
golden_notess,تحلیل طلایی سیگنال قیمت نرخ ارز دلار سکه طلا ابشده بازار زر سبزه میدان یورو تتر فارکس سبزه میدان پله اهنی هرات تهران صرافی حواله,telegram,Afghanistan,Tehran,exchange_shop,Herat|Tehran,14,9,0,44,2025-10-15T12:25:33+00:00,ok,چارت بیت کوین تایم روزانه مقاومت 118500 و 120 هزار و 125 هزار دلار حمایت 117100 و 116500 و 115000 دلار,previous_candidate_registry|source_registry
moneytransfersarafi,Money Transfer Sarafi مانی حواله صرافي,telegram,UK,London,settlement_channel,London,14,8,1,71.0,2026-06-30T09:00:11+00:00,ok,"23/06/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 190,000 ‎خريد حساب 5،000: 185,000 ‎ خريد آنلاین 2،000 180,000 ‎خر يد پوند نقدی: 175,000 ✓قیمت پوند, توافق در واتساب; ‎فروش پوند نقدی:195,000 ‎فروش حساب عادی:198,000 ‎ فروش حساب فوری 205,00...",manual_uk_seed|previous_candidate_registry|source_registry
nerkh_uk,نرخ ارز Nerkh_Uk,telegram,UK,London,regional_market_channel,London,14,8,1,71.0,2026-06-30T09:00:11+00:00,ok,"23/06/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 190,000 ‎خريد حساب 5،000: 185,000 ‎ خريد آنلاین 2،000 180,000 ‎خر يد پوند نقدی: 175,000 ✓قیمت پوند, توافق در واتساب; ‎فروش پوند نقدی:195,000 ‎فروش حساب عادی:198,000 ‎ فروش حساب فوری 205,00...",manual_uk_seed|previous_candidate_registry|source_registry
nerkhsarafionline,Nerkh Sarafi Online نرخ صرافي,telegram,UK,London,regional_market_channel,London,14,8,1,71.0,2026-06-30T09:00:11+00:00,ok,"23/06/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 190,000 ‎خريد حساب 5،000: 185,000 ‎ خريد آنلاین 2،000 180,000 ‎خر يد پوند نقدی: 175,000 ✓قیمت پوند, توافق در واتساب; ‎فروش پوند نقدی:195,000 ‎فروش حساب عادی:198,000 ‎ فروش حساب فوری 205,00...",manual_uk_seed|previous_candidate_registry|source_registry
ahanborhanii,🟨⬜ آهن برهانی ⬜🟨,telegram,unknown,Isfahan,unknown,,19,8,0,51.0,2026-06-30T07:41:07+00:00,ok,"📍 دلار تهران = 160,500 📍 تتر (تومان) = 160,216",previous_candidate_registry|source_registry
haratdollar,دلار هرات 🅅🄸🄿,telegram,Afghanistan,unknown,regional_market_channel,Herat,16,8,0,44.0,2026-06-30T18:30:27+00:00,ok,"هرات فردایی ⏳ 173,600 فروش 🔴",existing_registry|previous_candidate_registry|source_registry
akhbrdolar1,نرخ اصلی دلار هرات,telegram,Afghanistan,unknown,regional_market_channel,Herat,16,8,0,41.0,2026-06-30T18:28:49+00:00,ok,"هرات فردایی ⏳ 173,600 فروش 🔴",previous_candidate_registry|source_registry
sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,telegram,UK,London,exchange_shop,London,14,7,7,78,2026-06-30T08:44:54+00:00,ok,"24/06/2026 ✓ قیمت پوند انگلستان 🇬🇧 ✓ خرید نقدی پوند 190,000 ✓ فروش نقدی پوند 198,000 ✓ واریزی فوری 1 روزه ✓ خرید حسابی پوند 190,000 ✓ فروش حسابی پوند 202,000 ✓ واریزی فوری 1 ساعته و 1روزه ✓ کارمزد کمتر 1,000پوند5 تا 10پوند تماس با گروه ما؛ ...",existing_registry|manual_uk_seed|previous_candidate_registry|quote_sample_hint|source_registry
dolarrates,قیمت دلار امروز,telegram,unknown,unknown,regional_market_channel,,17,7,0,77,2026-06-30T17:30:01+00:00,ok,"✨ #نرخ_دلار تهران 📆 1405/04/09 | 🕰 18:00 💸 #فردایی : 172,400 تومان 💵 #نقدی : 171,550 تومان 📌 اسپرد: 850 تومان ⚡️ توجه: اسپرد فردایی-نقدی به 850 تومان رسید 📲 کانال قیمت #دلار تهران 👇 🆔 @DolarRates",previous_candidate_registry|source_registry
sarafionlineuk,Sarafi Online 7 Seven Uk,telegram,UK,London,exchange_shop,London,11,7,0,73,2026-06-30T08:47:49+00:00,ok,"25/06/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 190,000 ‎خريد حساب 5،000: 185,000 ‎ خريد آنلاین 2،000 180,000 ‎خر يد پوند نقدی: 175,000 ✓قیمت پوند, توافق در واتساب; ‎فروش پوند نقدی:200,000 ‎فروش حساب عادی:205,000 ‎ فروش حساب فوری 210,00...",existing_registry|manual_uk_seed|previous_candidate_registry|quote_sample_hint|source_registry
zarbanexch,Zarban - زربان: نرخ ارز در تورنتو,telegram,Iran,Tehran,regional_market_channel,Tehran,8,7,0,57,2026-06-30T15:38:52+00:00,ok,"🔸 نرخ دلار کانادا در تورنتو دوشنبه بیست و دوم جون 2026- ساعت 11:40 به وقت تورنتو ● دلار کانادا- کارتخوان: اعلام نشده ● دلار کانادا - نقدی: 113,500 ● تبدیل پوند به دلار کانادا: 1.89 ● تبدیل یورو به دلار کانادا: 1.65 🔸 نرخ دلار آمریکا، یورو و...",existing_registry|previous_candidate_registry|source_registry
sarrafiatlaslondon,صرافی اطلس| Atlas Exchange,telegram,UK,London,exchange_shop,London,6,6,6,76.0,2026-06-30T09:31:06+00:00,ok,"💷 خرید پوند از حساب: 199,000 تومان 💷 فروش پوند از حساب: 205,000 تومان =========================== 💷 خرید پوند نقد: 195,000 تومان 💷 فروش پوند نقد: 202,000 تومان =========================== فروش از حساب رسمی: 225,000 تومان ===================...",previous_candidate_registry|source_registry
tomandollar110,💵نرخ تومان دلار 💵,telegram,unknown,unknown,aggregator,,16,6,1,73.5,2026-06-30T17:53:06+00:00,ok,"💵 دلار تهران 169,880 تومان 💸 تتر 171,350 تومان 🟡 طلای 18 عیار 16,490,000 تومان 🌕 سکه امامی 169,720,000 تومان 🥇 سکه بهار آزادی 165,190,000 تومان 🌗 نیم سکه 88,500,000 تومان 🌘 ربع سکه 51,430,000 تومان 🪙 انس طلا 4,025 دلار ⚪️ نقره 52.40 دلار",manual_qatar_armenia_seed|previous_candidate_registry|source_registry
ir_dolar,قیمت لحظه ای دلار,telegram,Iran,Tehran,regional_market_channel,Tehran,5,5,0,71,2026-06-30T18:05:06+00:00,ok,"#1405_04_07 ⏱️ 21:10 💵 #دلار تهران_نقدی 🇮🇷 172,000 تا 172,500 دلار 🇺🇸 تهران بین همکاران 173,500 دینار عراق 🇮🇶 109,000 تومان 🅱 بیت‌کوین 60.098.00 💵 📈 💰 قیمت ارز،طلا و خودرو 👇 @ir_dolar @new_onlin",existing_registry|manual_qatar_armenia_seed|previous_candidate_registry|source_registry
new_onlin,قیمت آنلاین ارز،طلا_خودرو,telegram,Iran,Tehran,regional_market_channel,Tehran,5,5,0,71,2026-06-30T18:05:06+00:00,ok,"#1405_04_07 ⏱️ 21:10 💵 #دلار تهران_نقدی 🇮🇷 172,000 تا 172,500 دلار 🇺🇸 تهران بین همکاران 173,500 دینار عراق 🇮🇶 109,000 تومان 🅱 بیت‌کوین 60.098.00 💵 📈 💰 قیمت ارز،طلا و خودرو 👇 @ir_dolar @new_onlin",existing_registry|previous_candidate_registry|source_registry
herat_tomen,هرات تومن دالر,telegram,Afghanistan,unknown,aggregator,Herat,11,5,0,66,2026-06-30T18:28:50+00:00,ok,"هرات فردایی ⏳ 173,600 فروش 🔴",previous_candidate_registry|source_registry
boonbas,بن بست بانک مرکزی صرافی ارز مجازی دلار تتر بیت کوین سکه حواله یورو خرید فروش طلا مثقال ابشده بازار جهانی بورس فارکس خودرو سهام,telegram,unknown,unknown,exchange_shop,,17,5,0,46,2025-07-17T16:27:03+00:00,ok,چارت دلار تهران تایم روزانه مقاومت 91500 و 93000 و 95000 حمایت 90000 و 89000 و 87000,previous_candidate_registry|source_registry
arz_tala_online,قیمت ارز، طلا و سکه,telegram,unknown,unknown,regional_market_channel,,7,4,0,73,2026-06-30T15:58:27+00:00,ok,"دلار تهران 🇮🇷 171,880 دلار هرات 🇦🇫 173,100 دلار سلیمانیه 🇮🇶 173,000 دلار مشهد 🕌 169,500 دلار استانبول 🇹🇷 172,600 @arz_tala_online",previous_candidate_registry|source_registry
banehdollar,$ بانه دلار $,telegram,Iran,Tehran,regional_market_channel,Tehran,4,4,4,73.0,2026-06-30T18:00:09+00:00,ok,"1405/04/07 ➖ ➖ ➖ ➖ ➖ ➖ دلار بانه نقدی 172,000 🔴 فروش دلار بانه نقدی 171,500 🔵 خرید ➖ ➖ ➖ ➖ ➖ ➖ ➖ دینار عراق 🇮🇶 108.5 🔴 فروش دینار عراق 🇮🇶 107.5 🔵 خرید @banehdollar",existing_registry|previous_candidate_registry|source_registry
tabdealplatform,Tabdeal.org | صرافی تبدیل,telegram,unknown,unknown,exchange_shop,,7,3,0,68,2026-06-30T15:29:58+00:00,ok,"📣 پیش‌بینی قیمت دلار فردا سه‌شنبه 9 تیر 🔸 دلار 💵 امروز در 169,000 تومان بسته شد و نسبت به روز قبل 2,000 تومان کاهش یافت. انتشار اخبار از احتمال ازسرگیری مذاکرات ایران و آمریکا در دوحه، بخشی از ریسک سیاسی را تخلیه کرد. 🔸 در صورت تداوم اخبار ...",previous_candidate_registry|source_registry
uniqueonlineexchange,Unique Exchange-صرافی یونیک,telegram,UK,London,exchange_shop,London,2,2,2,89.0,2026-06-30T09:47:24+00:00,ok,Unique Exchange-صرافی یونیک ✔️ ما در صرافی یونیک با ارزان‌ترین نرخ فروش و ‌ بالاترین قیمت خرید در کنار شما هستيم. 🇬🇧 🇬🇧 🇬🇧 🇬🇧 🇬🇧 🇮🇷 🇮🇷 🇮🇷 🇮🇷 🇮🇷 نرخ امروز پوند: دوشنبه 08 تیر 1405 Monday 29 June 2026 - قيمت فروش حسابی(ترانسفر)با نامه ‌و فاکت...,previous_candidate_registry|source_registry
dhsgroupdubai,🇦🇪𝐃𝐇𝐒/درهم🇦🇪,telegram,unknown,unknown,regional_market_channel,,2,2,0,60.0,2026-06-29T09:59:41+00:00,ok,🇺🇸 🛑 172000 دلار تهران 🛑 🇺🇸 ———————————————- 🇪🇺 🛑 195000 یورو تهران 🛑 🇪🇺,previous_candidate_registry|source_registry
aghohmpeq1,💱تحلیل آبشده نقدی دلار هرات💱,telegram,Afghanistan,unknown,aggregator,Herat,3,2,0,49.0,2026-02-17T14:25:45+00:00,ok,هدف دلار هرات 162000 هدف بعدی 163000 ✅,previous_candidate_registry|source_registry
hamvatangroup,صرافی هموطن™️,telegram,unknown,unknown,unknown,,5,2,0,48.0,2024-12-12T10:04:03+00:00,ok,نرخ “حدودی” حوالجات ارزی استانبول #حواله_دلار 74٫150 تومان( 🇮🇷 🔄 🇺🇸 ) #حواله_لیر 2٬155 تومان( 🇮🇷 🔄 🇹🇷 ) #حواله_یورو 77٬800 تومان( 🇮🇷 🔄 🇪🇺 ) #حواله_درهم 20٬240 تومان( 🇮🇷 🔄 🇦🇪 ) نقدی - واریز به حساب - حواله https://t.me/HAMVATANGROUP,previous_candidate_registry|source_registry
