handle,title,message_text_sample,localities_detected,tehran_quote,herat_quote,sulaymaniyah_quote,erbil_quote,baghdad_quote,iraq_quote,dubai_quote,istanbul_quote,hamburg_quote,berlin_quote,germany_quote,london_quote,frankfurt_quote,inferred_unit,normalized_irr_values,buy_quote,sell_quote,midpoint,freshness_indicator,parseability_score,quote_density_score,source_type,timestamp_iso,locality_name,normalized_rate_irr,quote_basis,quote_currency_guess
sarafionlineuk,Sarafi Online 7 Seven Uk,"28/04/2026 ✓ قیمت پوند انگلستان ✓ خرید نقدی پوند 190,000 ✓ فروش نقدی پوند 202,000 خرید حسابی پوند 195,000 ✓ فروش حسابی پوند 205,000 ✓ بیشتر از 1,000 پوند بدون کارمزد ✓ قابل توجه ایرانیان پرداخت فوری 1روزه برای واریزی ضروری خانواده محترم در ...",UK,,,,,,,,,,,,,,toman,"{""UK"": 1900000.0}",190000,190000,190000.00,fresh,96,100,regional_fx_board,2026-04-28T14:53:27+00:00,UK,1900000.0,midpoint,USD
iranianerbil2,ایرانیان اربیل,"صدور اقامت یکساله اربیل 🎖 🎖 اقامت یکساله اولی ها 🎖 🎖 (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 🎖 تمدیدی یکساله و شش ماهه (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 هزینه آزمایش خون نیز 85,000 دینار م...",Erbil|Iran|Iraq,,,,850000.00,,,,,,,,,,toman,"{""Erbil"": 850000.0, ""Iran"": 850000.0}",,,,old,92,95,exchange_shop,2026-02-22T05:09:48+00:00,Erbil,850000.0,single_value,USD
iranianerbil2,ایرانیان اربیل,"صدور اقامت یکساله اربیل 🎖 🎖 اقامت یکساله اولی ها 🎖 🎖 (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 🎖 تمدیدی یکساله و شش ماهه (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 هزینه آزمایش خون نیز 85,000 دینار م...",Erbil|Iran|Iraq,,,,850000.00,,,,,,,,,,toman,"{""Erbil"": 850000.0, ""Iran"": 850000.0}",,,,old,92,95,exchange_shop,2026-02-25T04:42:13+00:00,Erbil,850000.0,single_value,USD
iranianerbil2,ایرانیان اربیل,"صدور اقامت یکساله اربیل 🎖 🎖 اقامت یکساله اولی ها 🎖 🎖 (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 🎖 تمدیدی یکساله و شش ماهه (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 هزینه آزمایش خون نیز 85,000 دینار م...",Erbil|Iran|Iraq,,,,,,,,,,,,,,toman,"{""Iran"": 850000.0}",,,,old,92,95,exchange_shop,2026-02-22T05:09:48+00:00,Iran,850000.0,single_value,USD
iranianerbil2,ایرانیان اربیل,"صدور اقامت یکساله اربیل 🎖 🎖 اقامت یکساله اولی ها 🎖 🎖 (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 🎖 تمدیدی یکساله و شش ماهه (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 هزینه آزمایش خون نیز 85,000 دینار م...",Erbil|Iran|Iraq,,,,,,,,,,,,,,toman,"{""Iran"": 850000.0}",,,,old,92,95,exchange_shop,2026-02-25T04:42:13+00:00,Iran,850000.0,single_value,USD
iranianerbil2,ایرانیان اربیل,"صدور اقامت یکساله اربیل 🎖 🎖 اقامت یکساله اولی ها 🎖 🎖 (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 🎖 تمدیدی یکساله و شش ماهه (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 هزینه آزمایش خون نیز 85,000 دینار م...",Erbil|Iran|Iraq,,,,850000.00,,850000.00,,,,,,,,toman,"{""Erbil"": 850000.0, ""Iran"": 850000.0, ""Iraq"": 850000.0}",,,,old,92,95,exchange_shop,2026-02-22T05:09:48+00:00,Iraq,850000.0,single_value,USD
iranianerbil2,ایرانیان اربیل,"صدور اقامت یکساله اربیل 🎖 🎖 اقامت یکساله اولی ها 🎖 🎖 (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 🎖 تمدیدی یکساله و شش ماهه (هزینه اداره اقامت+هزینه بیمه تندرستی+هزینه پست) 🥇 🥇 🥇 🥇 🥇 🥇 🥇 هزینه آزمایش خون نیز 85,000 دینار م...",Erbil|Iran|Iraq,,,,850000.00,,850000.00,,,,,,,,toman,"{""Erbil"": 850000.0, ""Iran"": 850000.0, ""Iraq"": 850000.0}",,,,old,92,95,exchange_shop,2026-02-25T04:42:13+00:00,Iraq,850000.0,single_value,USD
exchangeratescountries,نرخ ارز ساعتی £ $ €,"گروه صرافي لندن قیمت پوند انگلستان 28/04/2026 ✓ خرید پوند حساب 200,000 ✓ فروش پوند حساب 210,000 ✓ خرید پوند نقدی 195,000 ✓ فروش پوند نقدی 205,000 ✓ فروش پوند حساب رسمی 220,000 ✓ بیشتر از مبالغ 1,000£ بدونه کارمزد ✓ خرید و فروش ارز‌دیجیتال ت...",London,,,,,,,,,,,,2000000.00,,toman,"{""London"": 2000000.0}",200000,200000,200000.00,fresh,91,100,regional_fx_board,2026-04-28T09:27:04+00:00,London,2000000.0,midpoint,GBP
groupsarafilondonuk,گروه تجاری مالی لندن London,"گروه صرافي لندن قیمت پوند انگلستان 28/04/2026 ✓ خرید پوند حساب 200,000 ✓ فروش پوند حساب 210,000 ✓ خرید پوند نقدی 195,000 ✓ فروش پوند نقدی 205,000 ✓ فروش پوند حساب رسمی 220,000 ✓ بیشتر از مبالغ 1,000£ بدونه کارمزد ✓ خرید و فروش ارز‌دیجیتال ت...",London,,,,,,,,,,,,2000000.00,,toman,"{""London"": 2000000.0}",200000,200000,200000.00,fresh,91,100,regional_fx_board,2026-04-28T09:23:39+00:00,London,2000000.0,midpoint,GBP
sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,"28/04/2026 ✓ قیمت پوند انگلستان ✓ خرید نقدی پوند 195,000 ✓ فروش نقدی پوند 203,000 ✓ واریزی فوری 1 روزه ✓ خرید حسابی پوند 195,000 ✓ فروش حسابی پوند 208,000 ✓ واریزی فوری 1 روزه تماس با گروه ما؛ M. +44 7927 45 1414 ✓ قابل توجه ایرانیان ✓ پردا...",UK,,,,,,,,,,,,,,toman,"{""UK"": 1950000.0}",195000,195000,195000.00,fresh,91,100,regional_fx_board,2026-04-28T10:00:06+00:00,UK,1950000.0,midpoint,USD
sarafionlineuk,Sarafi Online 7 Seven Uk,"24/05/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 195,000 ‎خريد حساب ۵،۰۰۰: 190,000 ‎ خريد آنلاین ۲،۰۰۰ 185,000 ‎خر يد پوند نقدی: 180,000 ——— ‎فروش پوند نقدی:198,000 ‎فروش حساب عادی:200,000 ‎ فروش حساب فوری 205,000 ‎فروش حساب رسمی:210,000...",London,,,,,,,,,,,,1950000.00,,toman,"{""London"": 1950000.0}",,180000,,recent,90,100,regional_fx_board,2026-04-25T09:04:14+00:00,London,1950000.0,single_value,GBP
sarafionlineuk,Sarafi Online 7 Seven Uk,"27/05/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 195,000 ‎خريد حساب ۵،۰۰۰: 193,000 ‎ خريد آنلاین ۲،۰۰۰ 190,000 ‎خر يد پوند نقدی: 185,000 ——— ‎فروش پوند نقدی:204,000 ‎فروش حساب عادی:205,000 ‎ فروش حساب فوری 210,000 ‎فروش حساب رسمی:215,000...",London,,,,,,,,,,,,1950000.00,,toman,"{""London"": 1950000.0}",,185000,,recent,90,100,regional_fx_board,2026-04-27T09:16:18+00:00,London,1950000.0,single_value,GBP
gold_mesghal,👎💰 تحلیل تکنیکال آبشده نقدی رسمی و غیررسمی Gold_Mesghal 💰👍,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 167,910 🔻 7990 🔼 %5+ 💶 یورو: 196,730 تومان 9260 🔼 %4.94+ 💷 پوند: 226,920 🔻 10460 🔼 %4.83+ ‏ 🇨🇦 دلار کانادا: 123,010 🔻 5690 🔼 %4.85+ ‏ 🇦🇺 دلار استرالیا: 120,5...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1823200.0}",167910,196730,182320.00,fresh,88,100,regional_fx_board,2026-04-28T14:43:28+00:00,Iran,1823200.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 164,650 🔻 4730 🔼 %2.96+ 💶 یورو: 192,760 🔻 5290 🔼 %2.82+ 💷 پوند: 222,350 🔻 5890 🔼 %2.72+ ‏ 🇨🇦 دلار کانادا: 120,670 🔻 3350 🔼 %2.86+ ‏ 🇦🇺 دلار استرالیا: 118,130...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1787050.0}",164650,192760,178705.00,fresh,88,100,regional_market_channel,2026-04-28T10:32:06+00:00,Iran,1787050.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,770 تومان 5850 🔼 %3.66+ 💶 یورو: 194,160 🔻 6690 🔼 %3.57+ 💷 پوند: 224,010 🔻 7550 🔼 %3.49+ ‏ 🇨🇦 دلار کانادا: 121,570 🔻 4250 🔼 %3.62+ ‏ 🇦🇺 دلار استرالیا: 119...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1799650.0}",165770,194160,179965.00,fresh,88,100,regional_market_channel,2026-04-28T10:46:29+00:00,Iran,1799650.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,580 🔻 5660 🔼 %3.54+ 💶 یورو: 193,930 🔻 6460 🔼 %3.45+ 💷 پوند: 223,700 🔻 7240 🔼 %3.34+ ‏ 🇨🇦 دلار کانادا: 121,400 🔻 4080 🔼 %3.48+ ‏ 🇦🇺 دلار استرالیا: 118,860...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1797550.0}",165580,193930,179755.00,fresh,88,100,regional_market_channel,2026-04-28T11:01:31+00:00,Iran,1797550.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,330 🔻 5410 🔼 %3.38+ 💶 یورو: 193,560 🔻 6090 🔼 %3.25+ 💷 پوند: 223,220 🔻 6760 🔼 %3.12+ ‏ 🇨🇦 دلار کانادا: 121,140 🔻 3820 🔼 %3.26+ ‏ 🇦🇺 دلار استرالیا: 118,590...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1794450.0}",165330,193560,179445.00,fresh,88,100,regional_market_channel,2026-04-28T11:16:04+00:00,Iran,1794450.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,360 🔻 5440 🔼 %3.4+ 💶 یورو: 193,550 تومان 6080 🔼 %3.24+ 💷 پوند: 223,100 🔻 6640 🔼 %3.07+ ‏ 🇨🇦 دلار کانادا: 121,130 تومان 3810 🔼 %3.25+ ‏ 🇦🇺 دلار استرالیا: ...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1794550.0}",165360,193550,179455.00,fresh,88,100,regional_market_channel,2026-04-28T11:31:26+00:00,Iran,1794550.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,320 🔼 5400 🔼 %3.38+ 💶 یورو: 193,360 🔼 5890 🔼 %3.14+ 💷 پوند: 222,860 🔼 6400 🔼 %2.96+ ‏ 🇨🇦 دلار کانادا: 121,030 تومان 3710 🔼 %3.16+ ‏ 🇦🇺 دلار استرالیا: 118...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1793400.0}",165320,193360,179340.00,fresh,88,100,regional_market_channel,2026-04-28T11:45:13+00:00,Iran,1793400.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,300 🔼 5380 🔼 %3.36+ 💶 یورو: 194,180 تومان 6710 🔼 %3.58+ 💷 پوند: 223,870 🔼 7410 🔼 %3.42+ ‏ 🇨🇦 دلار کانادا: 121,550 تومان 4230 🔼 %3.61+ ‏ 🇦🇺 دلار استرالیا:...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1797400.0}",165300,194180,179740.00,fresh,88,100,regional_market_channel,2026-04-28T12:01:12+00:00,Iran,1797400.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,260 🔼 5340 🔼 %3.34+ 💶 یورو: 193,920 🔻 6450 🔼 %3.44+ 💷 پوند: 223,580 🔻 7120 🔼 %3.29+ ‏ 🇨🇦 دلار کانادا: 121,390 🔻 4070 🔼 %3.47+ ‏ 🇦🇺 دلار استرالیا: 118,760...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1795900.0}",165260,193920,179590.00,fresh,88,100,regional_market_channel,2026-04-28T12:15:54+00:00,Iran,1795900.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,220 🔼 5300 🔼 %3.31+ 💶 یورو: 193,670 تومان 6200 🔼 %3.31+ 💷 پوند: 223,290 🔼 6830 🔼 %3.16+ ‏ 🇨🇦 دلار کانادا: 121,180 تومان 3860 🔼 %3.29+ ‏ 🇦🇺 دلار استرالیا:...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1794450.0}",165220,193670,179445.00,fresh,88,100,regional_market_channel,2026-04-28T12:32:29+00:00,Iran,1794450.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,180 🔼 5260 🔼 %3.29+ 💶 یورو: 193,500 🔻 6030 🔼 %3.22+ 💷 پوند: 223,160 🔻 6700 🔼 %3.1+ ‏ 🇨🇦 دلار کانادا: 121,020 🔻 3700 🔼 %3.15+ ‏ 🇦🇺 دلار استرالیا: 118,480 ...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1793400.0}",165180,193500,179340.00,fresh,88,100,regional_market_channel,2026-04-28T12:46:03+00:00,Iran,1793400.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 165,550 تومان 5630 🔼 %3.52+ 💶 یورو: 193,800 🔻 6330 🔼 %3.38+ 💷 پوند: 223,520 🔻 7060 🔼 %3.26+ ‏ 🇨🇦 دلار کانادا: 121,220 🔻 3900 🔼 %3.32+ ‏ 🇦🇺 دلار استرالیا: 118...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1796750.0}",165550,193800,179675.00,fresh,88,100,regional_market_channel,2026-04-28T13:00:12+00:00,Iran,1796750.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 167,990 🔻 8070 🔼 %5.05+ 💶 یورو: 196,530 🔻 9060 🔼 %4.83+ 💷 پوند: 226,600 🔻 10140 🔼 %4.68+ ‏ 🇨🇦 دلار کانادا: 123,000 تومان 5680 🔼 %4.84+ ‏ 🇦🇺 دلار استرالیا: 12...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1822600.0}",167990,196530,182260.00,fresh,88,100,regional_market_channel,2026-04-28T13:16:27+00:00,Iran,1822600.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 167,750 🔻 7830 🔼 %4.9+ 💶 یورو: 196,250 🔻 8780 🔼 %4.68+ 💷 پوند: 226,240 🔻 9780 🔼 %4.52+ ‏ 🇨🇦 دلار کانادا: 122,800 تومان 5480 🔼 %4.67+ ‏ 🇦🇺 دلار استرالیا: 120,...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1820000.0}",167750,196250,182000.00,fresh,88,100,regional_market_channel,2026-04-28T13:32:05+00:00,Iran,1820000.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 167,130 🔻 7210 🔼 %4.51+ 💶 یورو: 195,560 🔻 8090 🔼 %4.32+ 💷 پوند: 225,490 🔻 9030 🔼 %4.17+ ‏ 🇨🇦 دلار کانادا: 122,340 🔻 5020 🔼 %4.28+ ‏ 🇦🇺 دلار استرالیا: 119,780...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1813450.0}",167130,195560,181345.00,fresh,88,100,regional_market_channel,2026-04-28T13:46:10+00:00,Iran,1813450.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 166,770 🔻 6850 🔼 %4.28+ 💶 یورو: 196,300 🔻 8830 🔼 %4.71+ 💷 پوند: 226,500 🔻 10040 🔼 %4.64+ ‏ 🇨🇦 دلار کانادا: 122,780 🔻 5460 🔼 %4.65+ ‏ 🇦🇺 دلار استرالیا: 120,36...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1815350.0}",166770,196300,181535.00,fresh,88,100,regional_market_channel,2026-04-28T14:01:39+00:00,Iran,1815350.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 168,280 🔻 8360 🔼 %5.23+ 💶 یورو: 197,150 🔻 9680 🔼 %5.16+ 💷 پوند: 227,460 🔻 11000 🔼 %5.08+ ‏ 🇨🇦 دلار کانادا: 123,320 🔻 6000 🔼 %5.11+ ‏ 🇦🇺 دلار استرالیا: 120,87...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1827150.0}",168280,197150,182715.00,fresh,88,100,regional_market_channel,2026-04-28T14:17:10+00:00,Iran,1827150.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 167,830 🔻 7910 🔼 %4.95+ 💶 یورو: 196,570 🔻 9100 🔼 %4.85+ 💷 پوند: 226,870 تومان 10410 🔼 %4.81+ ‏ 🇨🇦 دلار کانادا: 123,000 تومان 5680 🔼 %4.84+ ‏ 🇦🇺 دلار استرالیا...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1822000.0}",167830,196570,182200.00,fresh,88,100,regional_market_channel,2026-04-28T14:32:40+00:00,Iran,1822000.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 167,270 🔻 7350 🔼 %4.6+ 💶 یورو: 195,790 🔻 8320 🔼 %4.44+ 💷 پوند: 225,880 🔻 9420 🔼 %4.35+ ‏ 🇨🇦 دلار کانادا: 122,360 🔻 5040 🔼 %4.3+ ‏ 🇦🇺 دلار استرالیا: 119,990 🔻...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1815300.0}",167270,195790,181530.00,fresh,88,100,regional_market_channel,2026-04-28T14:46:17+00:00,Iran,1815300.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 166,840 🔻 6920 🔼 %4.33+ 💶 یورو: 195,330 🔻 7860 🔼 %4.19+ 💷 پوند: 225,300 🔻 8840 🔼 %4.08+ ‏ 🇨🇦 دلار کانادا: 122,010 🔻 4690 🔼 %4+ ‏ 🇦🇺 دلار استرالیا: 119,670 تو...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1810850.0}",166840,195330,181085.00,fresh,88,100,regional_market_channel,2026-04-28T15:00:58+00:00,Iran,1810850.0,midpoint,USD
irancurrency,قیمت لحظه ای دلار ، ارز ، سکه و طلا,"نرخ فروش #دلار ، #ارز ، #سکه و #طلا در بازار -- تغییر نسبت به دیروز - درصد 💵 دلار: 166,430 🔻 6510 🔼 %4.07+ 💶 یورو: 196,890 🔻 9420 🔼 %5.02+ 💷 پوند: 227,070 🔻 10610 🔼 %4.9+ ‏ 🇨🇦 دلار کانادا: 122,940 🔻 5620 🔼 %4.79+ ‏ 🇦🇺 دلار استرالیا: 120,670...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1816600.0}",166430,196890,181660.00,fresh,88,100,regional_market_channel,2026-04-28T15:16:12+00:00,Iran,1816600.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 165,000 تومان 💵 دلار آمریکا خرید 🔵 : 164,600 تومان 💶 یورو فروش : 192,940 تومان دلار کانادا فروش 🇨🇦 : 123,750 تومان درهم امارات 🇦🇪 : 45,490 تومان سکه امامی ✴️ : 193,000,000 تومان سکه بهار آزادی ✴️ : 183,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1650000.0}",165000,165000,165000.00,fresh,88,100,regional_fx_board,2026-04-28T13:30:05+00:00,Iran,1650000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 165,000 تومان 💵 دلار آمریکا خرید 🔵 : 164,600 تومان 💶 یورو فروش : 192,940 تومان دلار کانادا فروش 🇨🇦 : 123,820 تومان درهم امارات 🇦🇪 : 45,490 تومان سکه امامی ✴️ : 193,000,000 تومان سکه بهار آزادی ✴️ : 183,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1650000.0}",165000,165000,165000.00,fresh,88,100,regional_fx_board,2026-04-28T13:45:05+00:00,Iran,1650000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 165,000 تومان 💵 دلار آمریکا خرید 🔵 : 164,600 تومان 💶 یورو فروش : 192,940 تومان دلار کانادا فروش 🇨🇦 : 123,830 تومان درهم امارات 🇦🇪 : 45,490 تومان سکه امامی ✴️ : 194,000,000 تومان سکه بهار آزادی ✴️ : 183,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1650000.0}",165000,165000,165000.00,fresh,88,100,regional_fx_board,2026-04-28T14:00:06+00:00,Iran,1650000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 165,000 تومان 💵 دلار آمریکا خرید 🔵 : 164,600 تومان 💶 یورو فروش : 192,940 تومان دلار کانادا فروش 🇨🇦 : 123,800 تومان درهم امارات 🇦🇪 : 45,490 تومان سکه امامی ✴️ : 195,000,000 تومان سکه بهار آزادی ✴️ : 184,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1650000.0}",165000,165000,165000.00,fresh,88,100,regional_fx_board,2026-04-28T14:15:06+00:00,Iran,1650000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 166,500 تومان 💵 دلار آمریکا خرید 🔵 : 166,100 تومان 💶 یورو فروش : 194,690 تومان دلار کانادا فروش 🇨🇦 : 123,820 تومان درهم امارات 🇦🇪 : 45,490 تومان سکه امامی ✴️ : 195,000,000 تومان سکه بهار آزادی ✴️ : 184,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1665000.0}",166500,166500,166500.00,fresh,88,100,regional_fx_board,2026-04-28T14:30:06+00:00,Iran,1665000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 166,500 تومان 💵 دلار آمریکا خرید 🔵 : 166,100 تومان 💶 یورو فروش : 194,690 تومان دلار کانادا فروش 🇨🇦 : 124,530 تومان درهم امارات 🇦🇪 : 45,770 تومان سکه امامی ✴️ : 195,000,000 تومان سکه بهار آزادی ✴️ : 184,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1665000.0}",166500,166500,166500.00,fresh,88,100,regional_fx_board,2026-04-28T14:45:06+00:00,Iran,1665000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 166,500 تومان 💵 دلار آمریکا خرید 🔵 : 166,100 تومان 💶 یورو فروش : 194,690 تومان دلار کانادا فروش 🇨🇦 : 124,420 تومان درهم امارات 🇦🇪 : 45,770 تومان سکه امامی ✴️ : 195,000,000 تومان سکه بهار آزادی ✴️ : 184,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1665000.0}",166500,166500,166500.00,fresh,88,100,regional_fx_board,2026-04-28T15:00:06+00:00,Iran,1665000.0,midpoint,USD
navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,"💵 دلار آمریکا فروش 🔴 : 166,000 تومان 💵 دلار آمریکا خرید 🔵 : 165,600 تومان 💶 یورو فروش : 194,110 تومان دلار کانادا فروش 🇨🇦 : 124,430 تومان درهم امارات 🇦🇪 : 45,770 تومان سکه امامی ✴️ : 195,000,000 تومان سکه بهار آزادی ✴️ : 184,000,000 تومان ن...",Iran,,,,,,,,,,,,,,toman,"{""Iran"": 1660000.0}",166000,166000,166000.00,fresh,88,100,regional_fx_board,2026-04-28T15:15:07+00:00,Iran,1660000.0,midpoint,USD
